year,school_code,school_name,order_first_date,spreadsheet_first_date,total_circ,total_orders,total_revenue,dist_type
2017,BLU,Bloomsburg University,2017-06-10,2017-06-09,1987.0,217.0,41246.0,1
2018,BLU,Bloomsburg University,,2018-07-06,1921.0,105.0,20670.0,1
2019,BLU,Bloomsburg University,,,0.0,3.0,861.0,1
2014,UNO,University of New Orleans,,,0.0,0.0,0.0,
2015,UNO,University of New Orleans,,2015-06-01,350.0,12.0,2362.0,
2016,UNO,University of New Orleans,2016-08-09,2016-06-17,602.0,4.0,1193.0,7
2017,UNO,University of New Orleans,2017-06-15,2017-05-31,600.0,25.0,3918.0,7
2018,UNO,University of New Orleans,,,0.0,7.0,1033.0,7
2019,UNO,University of New Orleans,,,0.0,5.0,826.0,1
2014,LAT,Louisiana Tech University,,,0.0,79.0,16718.0,
2015,LAT,Louisiana Tech University,,,0.0,3.0,389.0,
2016,LAT,Louisiana Tech University,2016-06-05,2016-06-02,1800.0,46.0,9894.0,7
2017,LAT,Louisiana Tech University,2017-07-06,2017-07-03,1412.0,37.0,7608.0,1
2018,LAT,Louisiana Tech University,,2018-08-08,1428.0,12.0,2017.0,1
2019,LAT,Louisiana Tech University,,2019-08-06,1475.0,7.0,816.0,1
2014,FLT,Fulton-Montgomery Community College,,2014-07-24,300.0,18.0,3219.0,
2015,FLT,Fulton-Montgomery Community College,,,0.0,16.0,3849.0,
2016,FLT,Fulton-Montgomery Community College,2016-07-25,2016-07-21,95.0,14.0,2436.0,1
2017,FLT,Fulton-Montgomery Community College,2017-06-19,2017-05-31,109.0,16.0,3820.0,1
2018,FLT,Fulton-Montgomery Community College,,2018-07-18,80.0,6.0,1444.0,1
2019,FLT,Fulton-Montgomery Community College,,2019-05-21,35.0,4.0,713.0,1
2014,UNF,University of North Florida,,2014-05-27,1500.0,253.0,42255.0,
2015,UNF,University of North Florida,,2015-06-05,1050.0,166.0,27282.0,
2016,UNF,University of North Florida,2016-05-26,2016-05-23,2000.0,173.0,32183.0,1
2017,UNF,University of North Florida,2017-06-06,2017-06-05,1692.0,135.0,23224.0,4
2018,UNF,University of North Florida,2018-05-13,2018-05-09,1532.0,125.0,23331.0,4
2019,UNF,University of North Florida,,,0.0,4.0,708.0,1
2014,BEL,Beloit College,,2014-06-12,277.0,105.0,18669.0,
2015,BEL,Beloit College,,2015-06-08,382.0,125.0,22036.0,
2016,BEL,Beloit College,2016-07-20,,,16.0,3397.0,1
2017,BEL,Beloit College,2017-06-12,2017-06-09,316.0,84.0,14723.0,1
2018,BEL,Beloit College,,2018-07-05,226.0,38.0,6387.0,1
2019,BEL,Beloit College,,,0.0,3.0,681.0,1
2014,WYN,Wayne State College,,2014-05-30,665.0,125.0,20200.0,
2015,WYN,Wayne State College,,2015-07-06,583.0,77.0,10855.0,
2016,WYN,Wayne State College,2016-05-16,2016-05-13,572.0,94.0,13699.0,1
2017,WYN,Wayne State College,2017-06-09,2017-06-05,615.0,88.0,15349.0,1
2018,WYN,Wayne State College,2018-06-01,,0.0,14.0,2091.0,1
2019,WYN,Wayne State College,,,0.0,3.0,667.0,1
2014,AZO,University of Arizona - Off Campus,,,,,,
2015,AZO,University of Arizona - Off Campus,,,,,,
2016,AZO,University of Arizona - Off Campus,,,,,,
2017,AZO,University of Arizona - Off Campus,2017-07-29,,,,,
2018,AZO,University of Arizona - Off Campus,,,0.0,6.0,836.0,1
2019,AZO,University of Arizona - Off Campus,,,0.0,4.0,665.0,1
2014,ARK,Arkansas State University,,2014-04-24,1473.0,201.0,36502.0,
2015,ARK,Arkansas State University,,2015-04-24,1440.0,166.0,26653.0,
2016,ARK,Arkansas State University,2016-05-31,2016-04-21,1272.0,129.0,24045.0,4
2017,ARK,Arkansas State University,2017-05-01,2017-04-28,2713.0,177.0,30111.0,1
2018,ARK,Arkansas State University,2018-05-27,2018-07-31,1672.0,17.0,2579.0,1
2019,ARK,Arkansas State University,,,0.0,4.0,650.0,1
2014,WAU,Washington University in St. Louis,,2014-07-07,1608.0,225.0,37860.0,
2015,WAU,Washington University in St. Louis,,2015-06-29,1620.0,271.0,48172.0,
2016,WAU,Washington University in St. Louis,2016-07-06,2016-07-05,1708.0,236.0,43831.0,4
2017,WAU,Washington University in St. Louis,2017-07-08,2017-07-07,1655.0,163.0,27658.0,1
2018,WAU,Washington University in St. Louis,,2018-07-13,1549.0,140.0,24875.0,4
2019,WAU,Washington University in St. Louis,,,0.0,3.0,592.0,1
2014,SCH,The College of St. Scholastica,,,,,,
2015,SCH,The College of St. Scholastica,,,,0.0,0.0,
2016,SCH,The College of St. Scholastica,2016-08-01,,,17.0,3051.0,
2017,SCH,The College of St. Scholastica,2017-07-23,,0.0,34.0,5132.0,1
2018,SCH,The College of St. Scholastica,,,0.0,10.0,1629.0,7
2019,SCH,The College of St. Scholastica,,2019-06-07,390.0,3.0,568.0,7
2014,CAM,Cameron University,,,0.0,0.0,0.0,
2015,CAM,Cameron University,,2015-06-29,142.0,15.0,2732.0,
2016,CAM,Cameron University,,2016-07-27,137.0,2.0,518.0,1
2017,CAM,Cameron University,2017-07-05,2017-04-25,78.0,8.0,1585.0,1
2018,CAM,Cameron University,,2018-05-01,75.0,5.0,1048.0,1
2019,CAM,Cameron University,,2019-04-18,89.0,2.0,522.0,1
2014,LTU,LeTourneau University,,2014-05-13,464.0,100.0,15961.0,
2015,LTU,LeTourneau University,,2015-05-12,390.0,77.0,12987.0,
2016,LTU,LeTourneau University,2016-05-10,2016-05-05,294.0,87.0,16694.0,1
2017,LTU,LeTourneau University,2017-05-17,2017-05-15,405.0,71.0,13345.0,1
2018,LTU,LeTourneau University,2018-05-22,2018-05-16,350.0,49.0,9767.0,1
2019,LTU,LeTourneau University,,,0.0,2.0,518.0,1
2014,WES,Wesleyan University,,,,,,
2015,WES,Wesleyan University,,,,,,
2016,WES,Wesleyan University,2016-06-27,,,,,
2017,WES,Wesleyan University,,,,,,
2018,WES,Wesleyan University,,,,,,
2019,WES,Wesleyan University,,,0.0,1.0,510.0,3
2014,BUT,Butler University,,2014-04-30,846.0,253.0,49566.0,
2015,BUT,Butler University,,2015-05-07,1024.0,236.0,43311.0,
2016,BUT,Butler University,2016-05-09,2016-05-05,1238.0,236.0,46525.0,4
2017,BUT,Butler University,2017-04-22,2017-04-20,1100.0,251.0,50420.0,1
2018,BUT,Butler University,2018-05-10,2018-05-08,1368.0,294.0,57208.0,4
2019,BUT,Butler University,,,0.0,2.0,508.0,1
2014,CPA,Central Penn College,,2014-06-13,350.0,6.0,1113.0,
2015,CPA,Central Penn College,,2014-12-08,200.0,2.0,300.0,
2016,CPA,Central Penn College,2016-07-13,2016-06-07,350.0,4.0,675.0,2
2017,CPA,Central Penn College,2017-06-29,2017-06-07,350.0,4.0,662.0,2
2018,CPA,Central Penn College,,2018-04-26,350.0,5.0,1033.0,2
2019,CPA,Central Penn College,,2019-06-03,350.0,3.0,501.0,2
2014,IIT,Illinois Institute of Technology,,,,,,
2015,IIT,Illinois Institute of Technology,,,,,,
2016,IIT,Illinois Institute of Technology,,,,,,
2017,IIT,Illinois Institute of Technology,2017-07-14,,,,,
2018,IIT,Illinois Institute of Technology,,2018-07-18,375.0,36.0,6509.0,1
2019,IIT,Illinois Institute of Technology,,,0.0,4.0,500.0,1
2014,SFL,University of South Florida,,2014-07-16,3300.0,149.0,25047.0,
2015,SFL,University of South Florida,,2015-06-23,3656.0,145.0,24606.0,
2016,SFL,University of South Florida,2016-05-28,,,18.0,3393.0,7
2017,SFL,University of South Florida,2017-06-28,,0.0,13.0,3083.0,7
2018,SFL,University of South Florida,,,0.0,12.0,1976.0,0
2019,SFL,University of South Florida,,,0.0,4.0,488.0,1
2014,NFK,Norfolk State University,,2014-06-24,420.0,31.0,5738.0,
2015,NFK,Norfolk State University,,2015-06-05,348.0,31.0,5322.0,
2016,NFK,Norfolk State University,2016-06-14,2016-05-26,1574.0,12.0,1867.0,1
2017,NFK,Norfolk State University,2017-07-29,2017-07-27,897.0,24.0,4891.0,1
2018,NFK,Norfolk State University,,2018-07-13,652.0,44.0,8982.0,1
2019,NFK,Norfolk State University,,2019-08-01,650.0,3.0,481.0,7
2014,CST,Central State University,,,0.0,0.0,0.0,
2015,CST,Central State University,,2015-06-25,260.0,11.0,2196.0,
2016,CST,Central State University,,,,1.0,309.0,1
2017,CST,Central State University,,,,0.0,0.0,
2018,CST,Central State University,,,0.0,1.0,65.0,
2019,CST,Central State University,,,0.0,2.0,448.0,1
2014,WCC,William Carey University,,,,,,
2015,WCC,William Carey University,,,,0.0,0.0,
2016,WCC,William Carey University,,,,1.0,259.0,
2017,WCC,William Carey University,2017-07-26,2017-07-21,462.0,12.0,2003.0,1
2018,WCC,William Carey University,,2018-07-30,131.0,5.0,707.0,1
2019,WCC,William Carey University,,,0.0,3.0,446.0,1
2014,ACV,ACC-Callaway Villas - Texas A&M University,,,0.0,0.0,0.0,
2015,ACV,ACC-Callaway Villas - Texas A&M University,,,,0.0,0.0,
2016,ACV,ACC-Callaway Villas - Texas A&M University,2016-06-30,2016-06-23,622.0,26.0,3548.0,1
2017,ACV,ACC-Callaway Villas - Texas A&M University,2017-05-16,2017-05-09,602.0,25.0,2781.0,1
2018,ACV,ACC-Callaway Villas - Texas A&M University,2018-05-16,2018-05-08,594.0,31.0,5644.0,1
2019,ACV,ACC-Callaway Villas - Texas A&M University,,2019-06-12,559.0,6.0,437.0,1
2014,KRS,"UC Santa Cruz, Kresge College",,,,,,
2015,KRS,"UC Santa Cruz, Kresge College",,,,0.0,0.0,
2016,KRS,"UC Santa Cruz, Kresge College",,,,0.0,0.0,
2017,KRS,"UC Santa Cruz, Kresge College",,,0.0,0.0,0.0,7
2018,KRS,"UC Santa Cruz, Kresge College",,2018-07-26,400.0,13.0,2046.0,7
2019,KRS,"UC Santa Cruz, Kresge College",,,0.0,3.0,410.0,7
2014,WCG,Wilson College,,,,,,
2015,WCG,Wilson College,,,,,,
2016,WCG,Wilson College,,,,,,
2017,WCG,Wilson College,,,,,,
2018,WCG,Wilson College,,,,,,
2019,WCG,Wilson College,,,0.0,4.0,403.0,1
2014,CWM,William & Mary,,,,,,
2015,CWM,William & Mary,,,,,,
2016,CWM,William & Mary,2016-05-19,,,,,
2017,CWM,William & Mary,2017-07-04,,,,,
2018,CWM,William & Mary,,,,,,
2019,CWM,William & Mary,,,0.0,2.0,399.0,1
2014,UMP,University of Memphis,,,0.0,1.0,215.0,
2015,UMP,University of Memphis,,,,3.0,688.0,
2016,UMP,University of Memphis,2016-07-05,2016-06-28,1096.0,93.0,16145.0,1
2017,UMP,University of Memphis,2017-06-28,2017-06-21,1475.0,88.0,15998.0,1
2018,UMP,University of Memphis,,2018-06-11,313.0,35.0,6105.0,1
2019,UMP,University of Memphis,,,0.0,1.0,376.0,1
2014,LON,Loyola University New Orleans,,2014-05-06,433.0,105.0,20512.0,
2015,LON,Loyola University New Orleans,,2015-04-23,1098.0,158.0,32356.0,
2016,LON,Loyola University New Orleans,2016-07-03,2016-05-23,1260.0,115.0,24504.0,1
2017,LON,Loyola University New Orleans,2017-07-09,2017-04-20,658.0,142.0,28855.0,1
2018,LON,Loyola University New Orleans,2018-05-08,2018-05-01,562.0,110.0,23013.0,1
2019,LON,Loyola University New Orleans,,,0.0,1.0,350.0,1
2014,CBP,California Baptist University,,2014-07-02,1000.0,94.0,17184.0,
2015,CBP,California Baptist University,,2015-06-23,989.0,97.0,17526.0,
2016,CBP,California Baptist University,,2016-06-22,1000.0,123.0,24489.0,7
2017,CBP,California Baptist University,2017-06-29,2017-06-12,1000.0,132.0,25348.0,7
2018,CBP,California Baptist University,,,0.0,0.0,0.0,7
2019,CBP,California Baptist University,,,0.0,2.0,332.0,1
2014,JWD,Johnson & Wales University-Denver,,,,,,
2015,JWD,Johnson & Wales University-Denver,,,,0.0,0.0,
2016,JWD,Johnson & Wales University-Denver,,,,2.0,154.0,
2017,JWD,Johnson & Wales University-Denver,2017-06-09,,0.0,30.0,5600.0,7
2018,JWD,Johnson & Wales University-Denver,,,0.0,0.0,0.0,7
2019,JWD,Johnson & Wales University-Denver,,,0.0,2.0,316.0,2
2014,BAC,Belmont Abbey College,,2014-06-12,289.0,65.0,12982.0,
2015,BAC,Belmont Abbey College,,2015-04-24,326.0,67.0,12535.0,
2016,BAC,Belmont Abbey College,2016-06-19,2016-04-29,526.0,69.0,13302.0,1
2017,BAC,Belmont Abbey College,2017-06-25,2017-06-23,380.0,50.0,11594.0,1
2018,BAC,Belmont Abbey College,2018-05-27,2018-05-11,375.0,64.0,14261.0,1
2019,BAC,Belmont Abbey College,,,0.0,2.0,293.0,1
2014,WLB,West Liberty University,,2014-07-11,340.0,28.0,4589.0,
2015,WLB,West Liberty University,,2015-07-14,371.0,29.0,5262.0,
2016,WLB,West Liberty University,2016-06-16,2016-06-09,442.0,24.0,4884.0,1
2017,WLB,West Liberty University,2017-07-10,2017-07-07,487.0,27.0,5882.0,1
2018,WLB,West Liberty University,,2018-07-18,459.0,14.0,3130.0,1
2019,WLB,West Liberty University,,,0.0,2.0,284.0,1
2014,WIL,Williams College,,,,,,
2015,WIL,Williams College,,,,,,
2016,WIL,Williams College,2016-07-28,,,,,
2017,WIL,Williams College,2017-07-04,,,,,
2018,WIL,Williams College,,,,,,
2019,WIL,Williams College,,2019-08-01,530.0,2.0,276.0,7
2014,COK,University of Central Oklahoma,,,,,,
2015,COK,University of Central Oklahoma,,,,,,
2016,COK,University of Central Oklahoma,,,,,,
2017,COK,University of Central Oklahoma,,,,,,
2018,COK,University of Central Oklahoma,,,0.0,2.0,326.0,1
2019,COK,University of Central Oklahoma,,,0.0,1.0,271.0,1
2014,HOW,Howard University,,2014-06-20,1366.0,259.0,51922.0,
2015,HOW,Howard University,,2015-06-26,1612.0,266.0,52214.0,
2016,HOW,Howard University,2016-06-03,2016-05-17,639.0,113.0,22255.0,4
2017,HOW,Howard University,2017-06-15,2017-06-13,1851.0,305.0,60836.0,1
2018,HOW,Howard University,2018-05-29,2018-07-24,1527.0,78.0,15031.0,1
2019,HOW,Howard University,,,0.0,3.0,267.0,1
2014,BCO,Baker College of Owosso,,2014-08-23,300.0,15.0,1816.0,
2015,BCO,Baker College of Owosso,,,0.0,36.0,5213.0,
2016,BCO,Baker College of Owosso,2016-07-05,,,21.0,4067.0,2
2017,BCO,Baker College of Owosso,2017-07-18,2017-07-21,300.0,6.0,1022.0,2
2018,BCO,Baker College of Owosso,2018-05-22,2018-05-16,300.0,12.0,2087.0,2
2019,BCO,Baker College of Owosso,,2019-06-28,300.0,2.0,250.0,2
2014,TAC,Texas A&M University-Corpus Christi,,,,,,
2015,TAC,Texas A&M University-Corpus Christi,,,,0.0,0.0,
2016,TAC,Texas A&M University-Corpus Christi,2016-08-04,,,4.0,401.0,
2017,TAC,Texas A&M University-Corpus Christi,2017-07-25,2017-06-08,291.0,7.0,1152.0,1
2018,TAC,Texas A&M University-Corpus Christi,,2018-07-19,1877.0,12.0,2325.0,1
2019,TAC,Texas A&M University-Corpus Christi,,2019-08-12,961.0,2.0,226.0,1
2014,COV,Covenant College,,2014-07-11,900.0,28.0,4097.0,
2015,COV,Covenant College,,,0.0,3.0,386.0,
2016,COV,Covenant College,2016-07-25,2016-07-25,240.0,8.0,1188.0,2
2017,COV,Covenant College,,,0.0,0.0,0.0,2
2018,COV,Covenant College,,2018-06-19,1.0,8.0,1524.0,2
2019,COV,Covenant College,,2019-04-17,50.0,1.0,223.0,3
2014,PDM,Piedmont College,,2014-06-01,250.0,16.0,3404.0,
2015,PDM,Piedmont College,,2015-06-05,250.0,8.0,2015.0,
2016,PDM,Piedmont College,2016-07-12,2016-07-08,250.0,8.0,1526.0,2
2017,PDM,Piedmont College,,2017-06-29,250.0,1.0,96.0,7
2018,PDM,Piedmont College,,,0.0,3.0,191.0,7
2019,PDM,Piedmont College,,2019-06-28,250.0,1.0,195.0,7
2014,TPH,Tahoe Prep Hockey Academy,,,,,,
2015,TPH,Tahoe Prep Hockey Academy,,,,0.0,0.0,
2016,TPH,Tahoe Prep Hockey Academy,,,,0.0,0.0,
2017,TPH,Tahoe Prep Hockey Academy,2017-09-10,,0.0,2.0,630.0,1
2018,TPH,Tahoe Prep Hockey Academy,,,0.0,3.0,730.0,1
2019,TPH,Tahoe Prep Hockey Academy,,2019-06-24,1.0,1.0,195.0,2E
2014,UCU,University of the Cumberlands,,2014-05-16,762.0,67.0,12673.0,
2015,UCU,University of the Cumberlands,,2015-06-12,656.0,63.0,11142.0,
2016,UCU,University of the Cumberlands,,2016-05-04,913.0,85.0,16808.0,1
2017,UCU,University of the Cumberlands,2017-05-13,2017-05-09,862.0,68.0,13833.0,1
2018,UCU,University of the Cumberlands,,,0.0,1.0,40.0,1
2019,UCU,University of the Cumberlands,,,0.0,1.0,182.0,3
2014,FVC,Fort Valley State University,,2014-06-13,500.0,1.0,270.0,
2015,FVC,Fort Valley State University,,2015-04-11,500.0,2.0,400.0,
2016,FVC,Fort Valley State University,2016-07-25,2016-05-07,500.0,3.0,559.0,3
2017,FVC,Fort Valley State University,2017-07-05,2017-06-16,500.0,3.0,484.0,3
2018,FVC,Fort Valley State University,,2018-05-04,500.0,1.0,135.0,3
2019,FVC,Fort Valley State University,,2019-04-22,500.0,1.0,167.0,3
2014,KET,Kettering University,,2014-05-07,1056.0,99.0,19732.0,
2015,KET,Kettering University,,2015-05-20,431.0,111.0,20862.0,
2016,KET,Kettering University,2016-05-23,2016-05-19,432.0,67.0,11641.0,1
2017,KET,Kettering University,2017-05-28,2017-05-18,391.0,64.0,13396.0,4
2018,KET,Kettering University,,,0.0,2.0,388.0,1
2019,KET,Kettering University,,2019-07-01,150.0,1.0,150.0,3
2014,MES,University of Maryland Eastern Shore,,2014-05-30,1000.0,63.0,13343.0,
2015,MES,University of Maryland Eastern Shore,,2015-05-29,950.0,101.0,20102.0,
2016,MES,University of Maryland Eastern Shore,2016-06-22,2016-06-17,620.0,48.0,10130.0,7
2017,MES,University of Maryland Eastern Shore,2017-07-26,2017-06-22,600.0,44.0,7063.0,7
2018,MES,University of Maryland Eastern Shore,,2018-06-01,450.0,23.0,3992.0,7
2019,MES,University of Maryland Eastern Shore,,,0.0,1.0,143.0,7
2014,SAT,SUNY Cobleskill,,2014-05-30,2106.0,136.0,28297.0,
2015,SAT,SUNY Cobleskill,,,0.0,2.0,828.0,
2016,SAT,SUNY Cobleskill,2016-05-14,2016-05-05,1551.0,63.0,13465.0,1
2017,SAT,SUNY Cobleskill,2017-07-12,2017-07-10,723.0,83.0,16566.0,1
2018,SAT,SUNY Cobleskill,,2018-06-14,703.0,82.0,15566.0,1
2019,SAT,SUNY Cobleskill,,,0.0,1.0,143.0,1
2014,NCB,North Central University,,2014-05-07,501.0,33.0,5894.0,
2015,NCB,North Central University,,2015-04-23,245.0,33.0,5632.0,
2016,NCB,North Central University,2016-04-29,2016-04-21,434.0,31.0,5220.0,1
2017,NCB,North Central University,2017-04-24,2017-04-20,416.0,28.0,5841.0,1
2018,NCB,North Central University,,2018-05-09,392.0,29.0,4707.0,1
2019,NCB,North Central University,,,0.0,1.0,139.0,1
2014,WLS,Wellesley College,,,,,,
2015,WLS,Wellesley College,,,,15.0,2872.0,
2016,WLS,Wellesley College,2016-07-12,,,11.0,1848.0,
2017,WLS,Wellesley College,2017-07-29,,0.0,10.0,1638.0,2E
2018,WLS,Wellesley College,,,0.0,8.0,694.0,2E
2019,WLS,Wellesley College,,,0.0,1.0,139.0,2E
2014,VUU,Virginia Union University,,2014-04-24,513.0,24.0,5463.0,
2015,VUU,Virginia Union University,,2015-04-23,400.0,36.0,8196.0,
2016,VUU,Virginia Union University,2016-05-10,2016-04-29,967.0,26.0,5179.0,1
2017,VUU,Virginia Union University,2017-06-12,2017-06-09,147.0,15.0,2446.0,1
2018,VUU,Virginia Union University,,2018-06-20,427.0,8.0,1206.0,1
2019,VUU,Virginia Union University,,2019-08-12,203.0,1.0,132.0,1
2014,HPU,High Point University,,,,,,
2015,HPU,High Point University,,,,,,
2016,HPU,High Point University,,,,,,
2017,HPU,High Point University,2017-06-06,,,,,
2018,HPU,High Point University,,,,1.0,40.0,
2019,HPU,High Point University,,,0.0,2.0,76.0,1
2014,BUV,Benedictine University,,,,,,
2015,BUV,Benedictine University,,,,,,
2016,BUV,Benedictine University,2016-06-26,,,,,
2017,BUV,Benedictine University,,,,,,
2018,BUV,Benedictine University,,,0.0,3.0,331.0,2
2019,BUV,Benedictine University,,2019-07-25,300.0,1.0,58.0,2
2014,NDO,Notre Dame College of Ohio,,,0.0,0.0,0.0,
2015,NDO,Notre Dame College of Ohio,,2015-06-10,262.0,41.0,7460.0,
2016,NDO,Notre Dame College of Ohio,,2016-06-28,375.0,2.0,345.0,7
2017,NDO,Notre Dame College of Ohio,,2017-06-29,375.0,1.0,304.0,7
2018,NDO,Notre Dame College of Ohio,,2018-06-26,375.0,25.0,3938.0,7
2019,NDO,Notre Dame College of Ohio,,2019-07-12,375.0,1.0,45.0,7
2014,MTC,Mount Saint Mary's University,,,,,,
2015,MTC,Mount Saint Mary's University,,,,1.0,39.0,
2016,MTC,Mount Saint Mary's University,2016-07-28,,,5.0,1305.0,
2017,MTC,Mount Saint Mary's University,2017-06-29,,0.0,5.0,901.0,2
2018,MTC,Mount Saint Mary's University,,,0.0,4.0,928.0,2
2019,MTC,Mount Saint Mary's University,,,0.0,1.0,8.0,2
2014,ALC,Albright College,,,0.0,75.0,13470.0,
2015,ALC,Albright College,,,0.0,22.0,3290.0,
2016,ALC,Albright College,2016-07-23,2016-07-21,577.0,86.0,15235.0,1
2017,ALC,Albright College,2017-08-03,,0.0,6.0,796.0,1
2018,ALC,Albright College,,,0.0,2.0,553.0,1
2019,ALC,Albright College,,,0.0,1.0,5.0,1
2014,NZU,Northern Arizona University,,2014-05-21,5126.0,960.0,182899.0,
2015,NZU,Northern Arizona University,,2015-04-23,5651.0,900.0,167896.0,
2016,NZU,Northern Arizona University,2016-04-25,2016-04-21,5755.0,935.0,188962.0,1
2017,NZU,Northern Arizona University,2017-04-24,2017-04-20,5941.0,1074.0,211568.0,1
2018,NZU,Northern Arizona University,2018-05-06,2018-05-01,5949.0,902.0,179800.0,1
2019,NZU,Northern Arizona University,,,0.0,0.0,0.0,1
2014,KNS,Kennesaw State University,,2014-04-24,2352.0,239.0,42522.0,
2015,KNS,Kennesaw State University,,2015-04-23,4791.0,290.0,51320.0,
2016,KNS,Kennesaw State University,2016-05-01,2016-04-28,3364.0,570.0,96950.0,1
2017,KNS,Kennesaw State University,2017-05-05,2017-05-02,3544.0,452.0,75232.0,1
2018,KNS,Kennesaw State University,2018-05-20,2018-05-16,3307.0,412.0,69961.0,1
2019,KNS,Kennesaw State University,,,0.0,0.0,0.0,
2014,MCD,"University of California, Merced",,2014-07-21,1140.0,119.0,19234.0,
2015,MCD,"University of California, Merced",,2015-07-21,1200.0,138.0,24149.0,
2016,MCD,"University of California, Merced",2016-07-08,2016-07-05,1200.0,141.0,27228.0,7
2017,MCD,"University of California, Merced",2017-07-08,2017-07-06,1200.0,135.0,20917.0,7
2018,MCD,"University of California, Merced",,2018-07-06,2000.0,200.0,35450.0,7
2019,MCD,"University of California, Merced",,,0.0,0.0,0.0,7
2014,IMG,IMG Academy,,2014-05-29,1200.0,76.0,17262.0,
2015,IMG,IMG Academy,,2015-06-18,2400.0,88.0,22838.0,
2016,IMG,IMG Academy,2016-07-18,2016-05-13,1500.0,63.0,15083.0,2
2017,IMG,IMG Academy,2017-07-02,2017-06-16,1500.0,94.0,20493.0,2
2018,IMG,IMG Academy,,2018-06-29,1500.0,98.0,25008.0,2
2019,IMG,IMG Academy,,,0.0,0.0,0.0,
2014,SNC,Stonehill College,,2014-06-04,627.0,71.0,14635.0,
2015,SNC,Stonehill College,,2015-06-15,631.0,147.0,27704.0,
2016,SNC,Stonehill College,2016-06-14,2016-06-09,708.0,130.0,25899.0,1
2017,SNC,Stonehill College,2017-06-02,2017-05-31,619.0,147.0,31005.0,1
2018,SNC,Stonehill College,2018-06-13,2018-06-08,610.0,113.0,23470.0,1
2019,SNC,Stonehill College,,,0.0,0.0,0.0,
2014,MYC,Mount Holyoke College,,,0.0,1.0,200.0,
2015,MYC,Mount Holyoke College,,2015-07-17,450.0,92.0,18855.0,
2016,MYC,Mount Holyoke College,2016-07-09,2016-06-28,675.0,89.0,20664.0,7
2017,MYC,Mount Holyoke College,2017-06-12,2017-06-08,445.0,82.0,16726.0,1
2018,MYC,Mount Holyoke College,,2018-06-14,673.0,98.0,21706.0,1
2019,MYC,Mount Holyoke College,,,0.0,0.0,0.0,
2014,PLC,Point Loma Nazarene University,,2014-06-27,700.0,87.0,17327.0,
2015,PLC,Point Loma Nazarene University,,2015-06-26,700.0,112.0,22631.0,
